cell_type	gene_symbol	ensembl_id	rank	score	pct_expressed	pct_others	p_val_adj	gene_biotype
Chandelier cell	HAPLN1	ENSG00000145681	2	4.38347700794287	0.526	0.033	0.0	protein_coding
Chandelier cell	PDGFD	ENSG00000170962	3	4.23326824286426	0.61	0.09	0.0	protein_coding
Chandelier cell	CA1	ENSG00000133742	4	4.17400199552023	0.496	0.076	0.0	protein_coding
Chandelier cell	CA8	ENSG00000178538	5	4.07720833968823	0.88	0.102	0.0	protein_coding
Chandelier cell	ANO1	ENSG00000131620	6	3.987393728543	0.54	0.024	0.0	protein_coding
Chandelier cell	CA3	ENSG00000164879	7	3.84769856238891	0.557	0.116	0.0	protein_coding
Chandelier cell	TMEM255A	ENSG00000125355	8	3.77462579659803	0.481	0.032	0.0	protein_coding
Chandelier cell	PTHLH	ENSG00000087494	9	3.74401733327535	0.311	0.036	0.0	protein_coding
Chandelier cell	TACR1	ENSG00000115353	10	3.73214235609496	0.62	0.117	0.0	protein_coding
Chandelier cell	C1QL1	ENSG00000131094	11	3.72196262757476	0.674	0.052	0.0	protein_coding
Chandelier cell	LAMP5	ENSG00000125869	12	3.58425510565213	0.652	0.153	0.0	protein_coding
Chandelier cell	HCRTR2	ENSG00000137252	13	3.54753913159564	0.486	0.078	0.0	protein_coding
Chandelier cell	TMEM233	ENSG00000224982	14	3.52349550550663	0.298	0.033	0.0	protein_coding
Chandelier cell	ALK	ENSG00000171094	15	3.49694788221826	0.957	0.255	0.0	protein_coding
Chandelier cell	FGF13	ENSG00000129682	16	3.43655341689214	0.978	0.401	0.0	protein_coding
Chandelier cell	FSTL5	ENSG00000168843	17	3.38862404678712	0.978	0.341	0.0	protein_coding
Chandelier cell	CHST9	ENSG00000154080	18	3.38147243691627	0.658	0.205	0.0	protein_coding
Chandelier cell	PTCHD4	ENSG00000244694	19	3.36981098943781	0.96	0.251	0.0	protein_coding
Chandelier cell	CA13	ENSG00000185015	20	3.35654593548397	0.516	0.108	0.0	protein_coding
Chandelier cell	CHRDL1	ENSG00000101938	21	3.3498372201988	0.521	0.054	0.0	protein_coding
Chandelier cell	MYB	ENSG00000118513	22	3.23227376210239	0.331	0.045	0.0	protein_coding
Chandelier cell	VWC2	ENSG00000188730	23	3.221124110198	0.958	0.206	0.0	protein_coding
Chandelier cell	KCNC2	ENSG00000166006	24	3.21365657848007	0.997	0.324	0.0	protein_coding
Chandelier cell	UNC5D	ENSG00000156687	25	3.18550248623467	0.998	0.437	0.0	protein_coding
Chandelier cell	EYA4	ENSG00000112319	26	3.16848346874662	0.652	0.151	0.0	protein_coding
Chandelier cell	ZPBP	ENSG00000042813	27	3.14901122337881	0.477	0.079	0.0	protein_coding
Chandelier cell	GRIP1	ENSG00000155974	28	3.12067023242534	0.998	0.555	0.0	protein_coding
Chandelier cell	ANK1	ENSG00000029534	29	3.06236992887983	0.776	0.136	0.0	protein_coding
Chandelier cell	GRIN3A	ENSG00000198785	30	3.00883300559482	0.864	0.191	0.0	protein_coding
Chandelier cell	TXK	ENSG00000074966	31	2.97028806041514	0.27	0.038	2.73099990064769e-268	protein_coding
Chandelier cell	MYO16	ENSG00000041515	32	2.95831194135357	0.991	0.357	0.0	protein_coding
Chandelier cell	TMEM132D	ENSG00000151952	33	2.94862731850835	0.991	0.333	0.0	protein_coding
Chandelier cell	NXPH1	ENSG00000122584	34	2.94117886380377	0.965	0.165	0.0	protein_coding
Chandelier cell	ZNF385D	ENSG00000151789	35	2.92771745607502	0.942	0.411	0.0	protein_coding
Chandelier cell	VSTM2A	ENSG00000170419	36	2.92271395021634	0.581	0.115	0.0	protein_coding
Chandelier cell	TCIM	ENSG00000176907	37	2.91884769828354	0.372	0.031	0.0	protein_coding
Chandelier cell	CCK	ENSG00000187094	38	2.91536094486392	0.853	0.2	0.0	protein_coding
Chandelier cell	GABRD	ENSG00000187730	39	2.91385966855636	0.717	0.189	0.0	protein_coding
Chandelier cell	CRTAC1	ENSG00000095713	40	2.89906022460046	0.728	0.154	0.0	protein_coding
Chandelier cell	NGF	ENSG00000134259	41	2.80729606616752	0.416	0.044	0.0	protein_coding
Chandelier cell	SP9	ENSG00000217236	42	2.80318396243413	0.321	0.03	0.0	protein_coding
Chandelier cell	ARX	ENSG00000004848	43	2.74386876115489	0.612	0.066	0.0	protein_coding
Chandelier cell	ERBB4	ENSG00000178568	44	2.73947085738459	1.0	0.542	0.0	protein_coding
Chandelier cell	PTPRT	ENSG00000196090	45	2.73671365936576	0.849	0.347	0.0	protein_coding
Chandelier cell	GAD2	ENSG00000136750	46	2.72512826713616	0.677	0.215	0.0	protein_coding
Chandelier cell	PRELID2	ENSG00000186314	47	2.72259160153405	0.642	0.218	8.6150954271685e-238	protein_coding
Chandelier cell	FRMPD1	ENSG00000070601	48	2.69340240151142	0.511	0.096	0.0	protein_coding
Chandelier cell	CRACD	ENSG00000109265	49	2.67791120404496	0.974	0.415	0.0	protein_coding
Chandelier cell	TOX2	ENSG00000124191	50	2.67619858360977	0.758	0.199	0.0	protein_coding
Choroid plexus epithelial cell	TRPV4	ENSG00000111199	1	8.54631955298961	0.922	0.011	0.0	protein_coding
Choroid plexus epithelial cell	FBP2	ENSG00000130957	2	8.44110639864468	0.769	0.005	0.0	protein_coding
Choroid plexus epithelial cell	SCNN1A	ENSG00000111319	3	8.37008137325449	0.722	0.003	0.0	protein_coding
Choroid plexus epithelial cell	FYB2	ENSG00000187889	4	7.87104360894339	0.943	0.033	0.0	protein_coding
Choroid plexus epithelial cell	LMX1A	ENSG00000162761	5	7.5685411956995	0.902	0.008	0.0	protein_coding
Choroid plexus epithelial cell	CLIC6	ENSG00000159212	6	7.43807159975897	0.99	0.047	0.0	protein_coding
Choroid plexus epithelial cell	SLC5A5	ENSG00000105641	7	7.42822700385496	0.875	0.011	0.0	protein_coding
Choroid plexus epithelial cell	NWD1	ENSG00000188039	8	7.41961471148738	0.978	0.056	0.0	protein_coding
Choroid plexus epithelial cell	PRLR	ENSG00000113494	9	7.37424573445628	0.99	0.09	0.0	protein_coding
Choroid plexus epithelial cell	RASSF6	ENSG00000169435	10	7.36948684759511	0.304	0.002	0.0	protein_coding
Choroid plexus epithelial cell	SLC13A4	ENSG00000164707	11	7.13719158069714	0.985	0.069	0.0	protein_coding
Choroid plexus epithelial cell	LARGE2	ENSG00000165905	12	7.0167960071988	0.26	0.002	0.0	protein_coding
Choroid plexus epithelial cell	ABCA4	ENSG00000198691	13	6.9447392107007	0.928	0.025	0.0	protein_coding
Choroid plexus epithelial cell	GALNT5	ENSG00000136542	14	6.89629465487338	0.495	0.009	0.0	protein_coding
Choroid plexus epithelial cell	TMEM72	ENSG00000187783	15	6.84028478799568	0.63	0.012	0.0	protein_coding
Choroid plexus epithelial cell	RBM47	ENSG00000163694	16	6.57098227706277	0.993	0.065	0.0	protein_coding
Choroid plexus epithelial cell	C14orf180	ENSG00000184601	17	6.56009092520567	0.435	0.004	0.0	protein_coding
Choroid plexus epithelial cell	SLC39A12	ENSG00000148482	18	6.50314608501574	0.975	0.042	0.0	protein_coding
Choroid plexus epithelial cell	TFCP2L1	ENSG00000115112	19	6.3578529751628	0.775	0.01	0.0	protein_coding
Choroid plexus epithelial cell	CLDN2	ENSG00000165376	20	6.24942254766257	0.391	0.008	0.0	protein_coding
Choroid plexus epithelial cell	HNF4A	ENSG00000101076	21	6.2060087738106	0.306	0.007	0.0	protein_coding
Choroid plexus epithelial cell	POU2AF1	ENSG00000110777	22	6.18800930709028	0.749	0.016	0.0	protein_coding
Choroid plexus epithelial cell	RAB17	ENSG00000124839	23	6.16429183713799	0.502	0.014	0.0	protein_coding
Choroid plexus epithelial cell	HTR2C	ENSG00000147246	24	6.16103642335874	0.999	0.201	0.0	protein_coding
Choroid plexus epithelial cell	TYRP1	ENSG00000107165	25	6.15745422631108	0.259	0.005	0.0	protein_coding
Choroid plexus epithelial cell	CRYBG1	ENSG00000112297	26	6.034274829031	0.878	0.101	0.0	protein_coding
Choroid plexus epithelial cell	SLC28A3	ENSG00000197506	27	5.92261843403176	0.656	0.011	0.0	protein_coding
Choroid plexus epithelial cell	MAP3K15	ENSG00000180815	28	5.85275110186048	0.722	0.054	0.0	protein_coding
Choroid plexus epithelial cell	F5	ENSG00000198734	29	5.8492618243804	0.848	0.069	0.0	protein_coding
Choroid plexus epithelial cell	HPD	ENSG00000158104	30	5.78627546959734	0.68	0.025	0.0	protein_coding
Choroid plexus epithelial cell	CMKLR2	ENSG00000183671	31	5.76236147437256	0.628	0.038	0.0	protein_coding
Choroid plexus epithelial cell	KCNJ13	ENSG00000115474	32	5.73720349445405	0.663	0.031	0.0	protein_coding
Choroid plexus epithelial cell	TTR	ENSG00000118271	33	5.70561913985712	1.0	0.052	0.0	protein_coding
Choroid plexus epithelial cell	SLC2A12	ENSG00000146411	34	5.65520969258308	0.971	0.125	0.0	protein_coding
Choroid plexus epithelial cell	SLC24A4	ENSG00000140090	35	5.61891845331749	0.962	0.123	0.0	protein_coding
Choroid plexus epithelial cell	KL	ENSG00000133116	36	5.52862565069793	0.749	0.056	0.0	protein_coding
Choroid plexus epithelial cell	ATP13A5	ENSG00000187527	37	5.46449859729044	0.767	0.034	0.0	protein_coding
Choroid plexus epithelial cell	RASEF	ENSG00000165105	38	5.44450587452033	0.711	0.026	0.0	protein_coding
Choroid plexus epithelial cell	SLC22A8	ENSG00000149452	39	5.43277488332113	0.638	0.032	0.0	protein_coding
Choroid plexus epithelial cell	TRPM3	ENSG00000083067	40	5.39695604235338	1.0	0.45	0.0	protein_coding
Choroid plexus epithelial cell	SULT1C2	ENSG00000198203	41	5.3913998026665	0.441	0.009	0.0	protein_coding
Choroid plexus epithelial cell	CPXM2	ENSG00000121898	42	5.35756030877947	0.823	0.048	0.0	protein_coding
Choroid plexus epithelial cell	PRDM16	ENSG00000142611	43	5.3310995089063	0.949	0.063	0.0	protein_coding
Choroid plexus epithelial cell	FHIP1A	ENSG00000164142	44	5.31030084105101	0.968	0.117	0.0	protein_coding
Choroid plexus epithelial cell	SYTL3	ENSG00000164674	45	5.27866845716591	0.824	0.065	0.0	protein_coding
Choroid plexus epithelial cell	C12orf56	ENSG00000185306	46	5.27773210750521	0.71	0.042	0.0	protein_coding
Choroid plexus epithelial cell	KCNE1	ENSG00000180509	47	5.23380536021751	0.678	0.03	0.0	protein_coding
Choroid plexus epithelial cell	PKD1L2	ENSG00000166473	48	5.19097307302339	0.811	0.08	0.0	protein_coding
Choroid plexus epithelial cell	AIM2	ENSG00000163568	49	5.17180586568264	0.671	0.027	0.0	protein_coding
Choroid plexus epithelial cell	CA12	ENSG00000074410	50	5.10338684062843	0.896	0.086	0.0	protein_coding
Committed oligodendrocyte precursor	GPR17	ENSG00000144230	1	7.43535954151548	0.354	0.017	0.0	protein_coding
Committed oligodendrocyte precursor	BCAS1	ENSG00000064787	2	5.93521345847148	0.864	0.079	0.0	protein_coding
Committed oligodendrocyte precursor	CD22	ENSG00000012124	3	4.78319954028553	0.398	0.025	0.0	protein_coding
Committed oligodendrocyte precursor	FA2H	ENSG00000103089	4	4.58910268067083	0.728	0.057	0.0	protein_coding
Committed oligodendrocyte precursor	MYRF	ENSG00000124920	5	4.43550069013906	0.599	0.044	0.0	protein_coding
Committed oligodendrocyte precursor	SOX10	ENSG00000100146	6	4.40353919247165	0.423	0.041	0.0	protein_coding
Committed oligodendrocyte precursor	ERBB3	ENSG00000065361	7	4.39138868047853	0.577	0.059	0.0	protein_coding
Committed oligodendrocyte precursor	TMEM235	ENSG00000204278	8	4.17988872137928	0.326	0.021	0.0	protein_coding
Committed oligodendrocyte precursor	CNDP1	ENSG00000150656	9	4.04321184708877	0.49	0.053	0.0	protein_coding
Committed oligodendrocyte precursor	OPALIN	ENSG00000197430	10	4.00700875225839	0.405	0.03	0.0	protein_coding
Committed oligodendrocyte precursor	CDK18	ENSG00000117266	11	3.97964007532347	0.601	0.116	0.0	protein_coding
Committed oligodendrocyte precursor	C10orf90	ENSG00000154493	12	3.86683901248876	0.806	0.124	0.0	protein_coding
Committed oligodendrocyte precursor	NKX2-2	ENSG00000125820	13	3.86653883433842	0.32	0.033	0.0	protein_coding
Committed oligodendrocyte precursor	CERCAM	ENSG00000167123	14	3.8326074366891	0.68	0.089	0.0	protein_coding
Committed oligodendrocyte precursor	TNS3	ENSG00000136205	15	3.82334612926176	0.359	0.199	2.70733598787715e-62	protein_coding
Committed oligodendrocyte precursor	SH3TC2	ENSG00000169247	16	3.80361608300539	0.316	0.034	0.0	protein_coding
Committed oligodendrocyte precursor	MOG	ENSG00000204655	17	3.74214287056165	0.622	0.046	0.0	protein_coding
Committed oligodendrocyte precursor	CDH19	ENSG00000071991	18	3.73370946011949	0.338	0.038	0.0	protein_coding
Committed oligodendrocyte precursor	ST18	ENSG00000147488	19	3.69763402535769	0.846	0.146	0.0	protein_coding
Committed oligodendrocyte precursor	MAL	ENSG00000172005	20	3.67462720154845	0.309	0.04	0.0	protein_coding
Committed oligodendrocyte precursor	SOX8	ENSG00000005513	21	3.66037753334117	0.401	0.092	1.64456820065547e-254	protein_coding
Committed oligodendrocyte precursor	UGT8	ENSG00000174607	22	3.65692986364056	0.721	0.083	0.0	protein_coding
Committed oligodendrocyte precursor	MOBP	ENSG00000168314	23	3.53104450021166	0.573	0.104	0.0	protein_coding
Committed oligodendrocyte precursor	ABTB2	ENSG00000166016	24	3.50207754379925	0.532	0.141	0.0	protein_coding
Committed oligodendrocyte precursor	MBP	ENSG00000197971	25	3.4959800971369	0.906	0.373	0.0	protein_coding
Committed oligodendrocyte precursor	MAG	ENSG00000105695	26	3.48495339552452	0.401	0.041	0.0	protein_coding
Committed oligodendrocyte precursor	SHROOM4	ENSG00000158352	27	3.47971321430422	0.665	0.085	0.0	protein_coding
Committed oligodendrocyte precursor	PLEKHH1	ENSG00000054690	28	3.47545530000363	0.615	0.238	1.03558305206046e-262	protein_coding
Committed oligodendrocyte precursor	FOLH1	ENSG00000086205	29	3.45571642448108	0.366	0.038	0.0	protein_coding
Committed oligodendrocyte precursor	SIRT2	ENSG00000068903	30	3.44321465493926	0.545	0.353	6.435111075123121e-113	protein_coding
Committed oligodendrocyte precursor	SMOC1	ENSG00000198732	31	3.41900589065179	0.429	0.124	1.2671370100854801e-201	protein_coding
Committed oligodendrocyte precursor	TSPAN15	ENSG00000099282	32	3.40519286367572	0.363	0.068	1.70597114222329e-278	protein_coding
Committed oligodendrocyte precursor	CHADL	ENSG00000100399	33	3.38929909921175	0.252	0.051	3.08800145826488e-166	protein_coding
Committed oligodendrocyte precursor	BCAN	ENSG00000132692	34	3.38774851367706	0.361	0.176	2.47017659611255e-75	protein_coding
Committed oligodendrocyte precursor	PLP1	ENSG00000123560	35	3.37013837492806	0.941	0.2	0.0	protein_coding
Committed oligodendrocyte precursor	CARNS1	ENSG00000172508	36	3.36871526866524	0.381	0.05	0.0	protein_coding
Committed oligodendrocyte precursor	SLC5A11	ENSG00000158865	37	3.36229925180468	0.287	0.066	2.55612234112479e-162	protein_coding
Committed oligodendrocyte precursor	TF	ENSG00000091513	38	3.33375302896943	0.716	0.125	0.0	protein_coding
Committed oligodendrocyte precursor	PLAAT1	ENSG00000127252	39	3.33218608171411	0.267	0.152	2.0339344783635498e-33	protein_coding
Committed oligodendrocyte precursor	FRMD4B	ENSG00000114541	40	3.31077559560503	0.909	0.351	0.0	protein_coding
Committed oligodendrocyte precursor	GLDN	ENSG00000186417	41	3.30973195411252	0.465	0.167	3.57226610311361e-180	protein_coding
Committed oligodendrocyte precursor	RTKN	ENSG00000114993	42	3.29960905948578	0.278	0.05	1.9960471263322198e-209	protein_coding
Committed oligodendrocyte precursor	P2RX7	ENSG00000089041	43	3.29571095275908	0.608	0.256	2.27441000071414e-233	protein_coding
Committed oligodendrocyte precursor	SLC44A1	ENSG00000070214	44	3.28791732234813	0.972	0.624	0.0	protein_coding
Committed oligodendrocyte precursor	CNTN2	ENSG00000184144	45	3.27862000448763	0.539	0.171	1.5378612705962202e-259	protein_coding
Committed oligodendrocyte precursor	CNP	ENSG00000173786	46	3.26215741011818	0.697	0.188	0.0	protein_coding
Committed oligodendrocyte precursor	POLR2F	ENSG00000100142	47	3.25810267381627	0.735	0.382	2.7383202397991996e-274	protein_coding
Committed oligodendrocyte precursor	KCNH8	ENSG00000183960	48	3.22809350794328	0.743	0.152	0.0	protein_coding
Committed oligodendrocyte precursor	PIEZO2	ENSG00000154864	49	3.21536942579146	0.315	0.078	1.1420401624933898e-168	protein_coding
Committed oligodendrocyte precursor	PRUNE2	ENSG00000106772	50	3.17759257146615	0.732	0.451	2.30229596369666e-212	protein_coding
Cortical deep-layer corticothalamic neuron	KRT17	ENSG00000128422	1	5.35940125840846	0.284	0.005	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	DPP4	ENSG00000197635	2	4.47190462928112	0.403	0.021	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	ANKRD62	ENSG00000181626	3	3.86493386052823	0.376	0.029	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	C5AR2	ENSG00000134830	4	3.62268875214041	0.254	0.015	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	SLC22A9	ENSG00000149742	5	3.60472533234921	0.365	0.036	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	TESPA1	ENSG00000135426	6	3.49384361614575	0.446	0.043	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	HS3ST4	ENSG00000182601	7	3.41428731560218	0.992	0.213	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	ADTRP	ENSG00000111863	8	3.40309316856602	0.643	0.048	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	TMEM275	ENSG00000282881	9	3.35147841027297	0.356	0.032	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	RXFP1	ENSG00000171509	10	3.34272866973693	0.875	0.094	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	SLC22A10	ENSG00000184999	11	3.30173045498719	0.756	0.136	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	TBR1	ENSG00000136535	12	3.27017807324036	0.457	0.046	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	SLC22A24	ENSG00000197658	13	3.2373092386033	0.425	0.045	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	SOHLH1	ENSG00000165643	14	3.06617613644529	0.379	0.058	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	MLIP	ENSG00000146147	15	3.02257483833177	0.944	0.2	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	SEMA3E	ENSG00000170381	16	3.00345872970751	0.939	0.195	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	KIAA1217	ENSG00000120549	17	2.89643794283165	0.999	0.51	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	HS3ST2	ENSG00000122254	18	2.74749046076906	0.768	0.154	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	HCRTR2	ENSG00000137252	19	2.72886825913645	0.598	0.074	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	B3GALT2	ENSG00000162630	20	2.71748362410093	0.791	0.158	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	NPTX1	ENSG00000171246	21	2.70442259662866	0.905	0.2	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	TMEM233	ENSG00000224982	22	2.69748763015712	0.287	0.034	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	POU6F2	ENSG00000106536	23	2.66293916655515	0.823	0.16	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	SV2B	ENSG00000185518	24	2.59124170193534	0.987	0.291	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	NPFFR2	ENSG00000056291	25	2.5823495309355	0.277	0.047	1.15488879614904e-214	protein_coding
Cortical deep-layer corticothalamic neuron	GDA	ENSG00000119125	26	2.57120358370638	0.924	0.222	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	COL24A1	ENSG00000171502	27	2.54893046810796	0.639	0.166	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	ARSJ	ENSG00000180801	28	2.52510863905434	0.53	0.079	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	SEC24D	ENSG00000150961	29	2.51228903736934	0.906	0.209	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	KCNK9	ENSG00000169427	30	2.47846185677788	0.426	0.073	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	DIRAS2	ENSG00000165023	31	2.43893948726779	0.943	0.277	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	NXPH3	ENSG00000182575	32	2.43115052414182	0.292	0.035	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	CATSPERB	ENSG00000133962	33	2.42993536630361	0.269	0.028	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	GCNT4	ENSG00000176928	34	2.40931107089867	0.585	0.094	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	NGEF	ENSG00000066248	35	2.39942013478393	0.861	0.216	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	FRMPD4	ENSG00000169933	36	2.39378743640735	0.998	0.53	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	ADAMTSL1	ENSG00000178031	37	2.38756298014917	0.91	0.217	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	VIPR1	ENSG00000114812	38	2.36462973385508	0.61	0.112	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	RASL10A	ENSG00000100276	39	2.3548935165359	0.715	0.131	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	SEMA4A	ENSG00000196189	40	2.35474250588249	0.576	0.12	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	SLC17A7	ENSG00000104888	41	2.33510883961081	0.911	0.193	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	STX1A	ENSG00000106089	42	2.32976966765525	0.879	0.221	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	CABP1	ENSG00000157782	43	2.3288333760915	0.937	0.324	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	PTPRD	ENSG00000153707	44	2.311797315161	0.999	0.736	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	B4GALNT3	ENSG00000139044	45	2.30916617726778	0.712	0.193	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	BRINP3	ENSG00000162670	46	2.30770406697232	0.818	0.334	3.62839020953223e-257	protein_coding
Cortical deep-layer corticothalamic neuron	RALYL	ENSG00000184672	47	2.30643749849003	1.0	0.543	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	EFHD2	ENSG00000142634	48	2.30004747118599	0.832	0.19	0.0	protein_coding
Cortical deep-layer corticothalamic neuron	C3orf80	ENSG00000180044	49	2.28161796233878	0.304	0.056	1.10206829677033e-209	protein_coding
Cortical deep-layer corticothalamic neuron	PDE1A	ENSG00000115252	50	2.28077812722382	0.998	0.394	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	THEMIS	ENSG00000172673	1	5.17234313169531	0.596	0.023	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	MCHR2	ENSG00000152034	2	4.27680177018448	0.664	0.042	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	DNAJC5G	ENSG00000163793	3	3.62115293187067	0.401	0.033	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	IL1RAPL2	ENSG00000189108	4	3.5854613168839	0.686	0.108	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	KCNV1	ENSG00000164794	5	3.46984000639741	0.581	0.068	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	CBLN2	ENSG00000141668	6	3.38417822597278	0.622	0.128	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	RXFP1	ENSG00000171509	7	3.35703692442234	0.924	0.092	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	SLC22A24	ENSG00000197658	8	3.35574668163327	0.402	0.046	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	TESPA1	ENSG00000135426	9	3.30725068040182	0.407	0.044	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	NWD2	ENSG00000174145	10	3.19447193394009	0.869	0.184	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	OTOGL	ENSG00000165899	11	3.11521651276723	0.606	0.076	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	TDO2	ENSG00000151790	12	3.08929826808824	0.484	0.059	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	SLC22A10	ENSG00000184999	13	3.02301029234206	0.711	0.138	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	TBR1	ENSG00000136535	14	3.01170120991211	0.376	0.048	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	HS3ST2	ENSG00000122254	15	2.95696068943386	0.821	0.152	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	TRABD2A	ENSG00000186854	16	2.94125335777833	0.401	0.053	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	TRIM54	ENSG00000138100	17	2.91543929613135	0.399	0.043	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	C3orf80	ENSG00000180044	18	2.90325573912065	0.416	0.053	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	SLC22A9	ENSG00000149742	19	2.8586818231834	0.284	0.039	5.53087685680031e-283	protein_coding
Cortical deep-layer intratelencephalic neuron	SATB2	ENSG00000119042	20	2.84746010832898	0.986	0.204	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	POU6F2	ENSG00000106536	21	2.75938360372139	0.913	0.157	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	CABP1	ENSG00000157782	22	2.73944171127058	0.979	0.323	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	ENSG00000286015	ENSG00000286015	23	2.72907596185879	0.419	0.064	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	RORB	ENSG00000198963	24	2.72307489688095	0.63	0.138	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	SLC26A4	ENSG00000091137	25	2.65622112584998	0.687	0.108	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	SLC6A7	ENSG00000011083	26	2.59543983259924	0.737	0.15	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	CCKBR	ENSG00000110148	27	2.55357581945996	0.422	0.065	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	RHEBL1	ENSG00000167550	28	2.54874371855413	0.267	0.03	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	STX1A	ENSG00000106089	29	2.54341804310287	0.894	0.22	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	FMN1	ENSG00000248905	30	2.50905903170125	0.971	0.342	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	RTN4RL2	ENSG00000186907	31	2.47474676410162	0.568	0.096	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	PCSK1	ENSG00000175426	32	2.43862659642248	0.469	0.086	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	CADPS2	ENSG00000081803	33	2.43837368929112	0.963	0.321	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	GCNT4	ENSG00000176928	34	2.42895208069007	0.614	0.093	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	TMEM244	ENSG00000203756	35	2.42062746473749	0.268	0.037	3.29699188585858e-258	protein_coding
Cortical deep-layer intratelencephalic neuron	SLC30A3	ENSG00000115194	36	2.40941342311134	0.573	0.094	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	SV2B	ENSG00000185518	37	2.40940952000484	0.99	0.291	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	SLC17A7	ENSG00000104888	38	2.40861374535513	0.929	0.193	0.0	protein_coding
