cell_type	gene_symbol	ensembl_id	rank	score	pct_expressed	pct_others	p_val_adj	gene_biotype
Cortical deep-layer intratelencephalic neuron	GFRA2	ENSG00000168546	39	2.4055498974837	0.562	0.108	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	MLIP	ENSG00000146147	40	2.29098206870584	0.855	0.203	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	FSTL4	ENSG00000053108	41	2.27909460101215	0.94	0.294	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	NTNG2	ENSG00000196358	42	2.25691885482135	0.509	0.1	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	MKX	ENSG00000150051	43	2.25552843869455	0.551	0.085	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	NRGN	ENSG00000154146	44	2.25455451539722	0.986	0.318	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	HTR2A	ENSG00000102468	45	2.24109862517115	0.697	0.171	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	NPTX1	ENSG00000171246	46	2.20870948068848	0.865	0.202	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	FAM163B	ENSG00000196990	47	2.20816211614423	0.666	0.148	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	ITPKA	ENSG00000137825	48	2.17400988875945	0.405	0.083	3.9728823128577896e-251	protein_coding
Cortical deep-layer intratelencephalic neuron	IPCEF1	ENSG00000074706	49	2.17172129063839	0.514	0.101	0.0	protein_coding
Cortical deep-layer intratelencephalic neuron	EPHB6	ENSG00000106123	50	2.16590399188527	0.806	0.188	0.0	protein_coding
Cortical deep-layer near-projecting neuron	CD200R1L	ENSG00000206531	1	8.878017582475	0.415	0.001	0.0	protein_coding
Cortical deep-layer near-projecting neuron	LINC02218	ENSG00000249662	2	6.60587471427626	0.632	0.018	0.0	protein_coding
Cortical deep-layer near-projecting neuron	PIWIL1	ENSG00000125207	3	5.9327430614135	0.286	0.006	0.0	protein_coding
Cortical deep-layer near-projecting neuron	IL26	ENSG00000111536	4	5.85060644705967	0.296	0.004	0.0	protein_coding
Cortical deep-layer near-projecting neuron	SMIM43	ENSG00000164112	5	5.58063826234978	0.856	0.059	0.0	protein_coding
Cortical deep-layer near-projecting neuron	PKD2L1	ENSG00000107593	6	4.79252633699031	0.322	0.013	0.0	protein_coding
Cortical deep-layer near-projecting neuron	QRFPR	ENSG00000186867	7	4.58895282957236	0.594	0.022	0.0	protein_coding
Cortical deep-layer near-projecting neuron	CRYM	ENSG00000103316	8	4.27585668194829	0.982	0.19	0.0	protein_coding
Cortical deep-layer near-projecting neuron	FER1L6	ENSG00000214814	9	4.27495393784993	0.414	0.027	0.0	protein_coding
Cortical deep-layer near-projecting neuron	FSHR	ENSG00000170820	10	4.14885711882822	0.366	0.022	0.0	protein_coding
Cortical deep-layer near-projecting neuron	TSHZ2	ENSG00000182463	11	4.10147901716349	1.0	0.27	0.0	protein_coding
Cortical deep-layer near-projecting neuron	NPSR1	ENSG00000187258	12	4.0811316549511	0.675	0.03	0.0	protein_coding
Cortical deep-layer near-projecting neuron	SLCO4C1	ENSG00000173930	13	3.80474027658095	0.514	0.057	0.0	protein_coding
Cortical deep-layer near-projecting neuron	NXPH3	ENSG00000182575	14	3.79928025441856	0.458	0.03	0.0	protein_coding
Cortical deep-layer near-projecting neuron	CDCP1	ENSG00000163814	15	3.7750826424479	0.536	0.041	0.0	protein_coding
Cortical deep-layer near-projecting neuron	SLC15A5	ENSG00000188991	16	3.74232451334402	0.26	0.018	0.0	protein_coding
Cortical deep-layer near-projecting neuron	NXPH2	ENSG00000144227	17	3.7339517196446	0.96	0.112	0.0	protein_coding
Cortical deep-layer near-projecting neuron	EPS8L2	ENSG00000177106	18	3.63266275660353	0.659	0.053	0.0	protein_coding
Cortical deep-layer near-projecting neuron	VWC2L	ENSG00000174453	19	3.57399728056324	0.966	0.168	0.0	protein_coding
Cortical deep-layer near-projecting neuron	C3orf52	ENSG00000114529	20	3.5222644423856	0.296	0.028	0.0	protein_coding
Cortical deep-layer near-projecting neuron	DIRAS2	ENSG00000165023	21	3.49344176702645	0.973	0.276	0.0	protein_coding
Cortical deep-layer near-projecting neuron	ATOH7	ENSG00000179774	22	3.46859780276558	0.266	0.027	0.0	protein_coding
Cortical deep-layer near-projecting neuron	DAPL1	ENSG00000163331	23	3.43843900780068	0.441	0.034	0.0	protein_coding
Cortical deep-layer near-projecting neuron	ATP2C2	ENSG00000064270	24	3.34933145419603	0.836	0.108	0.0	protein_coding
Cortical deep-layer near-projecting neuron	CYP26B1	ENSG00000003137	25	3.33086823782259	0.401	0.038	0.0	protein_coding
Cortical deep-layer near-projecting neuron	CD36	ENSG00000135218	26	3.24297210692268	0.766	0.089	0.0	protein_coding
Cortical deep-layer near-projecting neuron	ZNF385D	ENSG00000151789	27	3.23590036561192	0.997	0.409	0.0	protein_coding
Cortical deep-layer near-projecting neuron	SLC9C1	ENSG00000172139	28	3.21992448929609	0.31	0.026	0.0	protein_coding
Cortical deep-layer near-projecting neuron	FEZF2	ENSG00000153266	29	3.17817976817589	0.636	0.085	0.0	protein_coding
Cortical deep-layer near-projecting neuron	PCSK1	ENSG00000175426	30	3.17042766861763	0.616	0.081	0.0	protein_coding
Cortical deep-layer near-projecting neuron	SEL1L3	ENSG00000091490	31	3.1580519637067	0.943	0.186	0.0	protein_coding
Cortical deep-layer near-projecting neuron	RFPL2	ENSG00000128253	32	3.15120728199556	0.517	0.081	0.0	protein_coding
Cortical deep-layer near-projecting neuron	CPNE7	ENSG00000178773	33	3.12167346471413	0.855	0.157	0.0	protein_coding
Cortical deep-layer near-projecting neuron	COL12A1	ENSG00000111799	34	3.01694302577735	0.859	0.17	0.0	protein_coding
Cortical deep-layer near-projecting neuron	STAT4	ENSG00000138378	35	3.01322476902984	0.872	0.184	0.0	protein_coding
Cortical deep-layer near-projecting neuron	TRHDE	ENSG00000072657	36	2.99468614437503	0.977	0.196	0.0	protein_coding
Cortical deep-layer near-projecting neuron	PRR16	ENSG00000184838	37	2.98232212307806	0.985	0.318	0.0	protein_coding
Cortical deep-layer near-projecting neuron	GRM4	ENSG00000124493	38	2.96235703743228	0.78	0.147	0.0	protein_coding
Cortical deep-layer near-projecting neuron	SATB1	ENSG00000182568	39	2.91646923080383	0.986	0.372	0.0	protein_coding
Cortical deep-layer near-projecting neuron	SLC5A8	ENSG00000256870	40	2.90833619345208	0.647	0.089	0.0	protein_coding
Cortical deep-layer near-projecting neuron	BARX2	ENSG00000043039	41	2.90157957453806	0.442	0.035	0.0	protein_coding
Cortical deep-layer near-projecting neuron	CES3	ENSG00000172828	42	2.88273434008901	0.293	0.038	0.0	protein_coding
Cortical deep-layer near-projecting neuron	OLFM3	ENSG00000118733	43	2.87846992523404	0.997	0.41	0.0	protein_coding
Cortical deep-layer near-projecting neuron	DPY19L1	ENSG00000173852	44	2.84640780699694	0.971	0.308	0.0	protein_coding
Cortical deep-layer near-projecting neuron	C1orf115	ENSG00000162817	45	2.79481709971088	0.584	0.101	0.0	protein_coding
Cortical deep-layer near-projecting neuron	MPP7	ENSG00000150054	46	2.76128669144892	0.919	0.262	0.0	protein_coding
Cortical deep-layer near-projecting neuron	CRHR2	ENSG00000106113	47	2.76075256190154	0.418	0.045	0.0	protein_coding
Cortical deep-layer near-projecting neuron	SEMA3E	ENSG00000170381	48	2.75503391393492	0.954	0.194	0.0	protein_coding
Cortical deep-layer near-projecting neuron	EFHD2	ENSG00000142634	49	2.74597568609348	0.888	0.188	0.0	protein_coding
Cortical deep-layer near-projecting neuron	HS3ST4	ENSG00000182601	50	2.70321217395576	0.992	0.213	0.0	protein_coding
Eccentric medium spiny neuron	NPFFR2	ENSG00000056291	1	5.37918989409717	0.624	0.035	0.0	protein_coding
Eccentric medium spiny neuron	OTOF	ENSG00000115155	2	4.57148415112703	0.717	0.051	0.0	protein_coding
Eccentric medium spiny neuron	C6orf141	ENSG00000197261	3	4.16982893685778	0.428	0.032	0.0	protein_coding
Eccentric medium spiny neuron	DRD1	ENSG00000184845	4	4.05642220685794	0.677	0.07	0.0	protein_coding
Eccentric medium spiny neuron	GABRQ	ENSG00000268089	5	4.02511702221629	0.36	0.034	0.0	protein_coding
Eccentric medium spiny neuron	PDYN	ENSG00000101327	6	3.9961459685265	0.261	0.028	0.0	protein_coding
Eccentric medium spiny neuron	PCDH11X	ENSG00000102290	7	3.96465897423232	0.803	0.266	0.0	protein_coding
Eccentric medium spiny neuron	PCDH11X	ENSG00000099715	8	3.95410475856316	0.88	0.156	0.0	protein_coding
Eccentric medium spiny neuron	DCLK3	ENSG00000163673	9	3.90173763025401	0.466	0.042	0.0	protein_coding
Eccentric medium spiny neuron	GPR88	ENSG00000181656	10	3.87668650632526	0.543	0.045	0.0	protein_coding
Eccentric medium spiny neuron	RXFP1	ENSG00000171509	11	3.8554471275556	0.72	0.099	0.0	protein_coding
Eccentric medium spiny neuron	TAC1	ENSG00000006128	12	3.44064818723379	0.41	0.081	5.4387273223128e-290	protein_coding
Eccentric medium spiny neuron	GPR149	ENSG00000174948	13	3.42289190516205	0.556	0.08	0.0	protein_coding
Eccentric medium spiny neuron	SLC35F4	ENSG00000151812	14	3.40366538131094	0.924	0.195	0.0	protein_coding
Eccentric medium spiny neuron	FOXP2	ENSG00000128573	15	3.34084657898496	0.984	0.365	0.0	protein_coding
Eccentric medium spiny neuron	SV2C	ENSG00000122012	16	3.30571881683572	0.951	0.135	0.0	protein_coding
Eccentric medium spiny neuron	KCNH4	ENSG00000089558	17	3.27501514214085	0.474	0.06	0.0	protein_coding
Eccentric medium spiny neuron	RXRG	ENSG00000143171	18	3.18026170872194	0.358	0.037	0.0	protein_coding
Eccentric medium spiny neuron	SYT10	ENSG00000110975	19	3.12676675155409	0.514	0.07	0.0	protein_coding
Eccentric medium spiny neuron	PBX3	ENSG00000167081	20	3.11511986130071	0.989	0.407	0.0	protein_coding
Eccentric medium spiny neuron	SCN5A	ENSG00000183873	21	3.09518855078862	0.3	0.029	0.0	protein_coding
Eccentric medium spiny neuron	SYTL5	ENSG00000147041	22	3.09147663479549	0.748	0.147	0.0	protein_coding
Eccentric medium spiny neuron	ENSG00000285444	ENSG00000285444	23	3.07902292193825	0.329	0.048	0.0	protein_coding
Eccentric medium spiny neuron	TSHZ1	ENSG00000179981	24	3.07540830138745	0.963	0.294	0.0	protein_coding
Eccentric medium spiny neuron	DIRAS3	ENSG00000162595	25	3.060784386037	0.47	0.068	0.0	protein_coding
Eccentric medium spiny neuron	NRG1	ENSG00000157168	26	3.04111360266683	0.999	0.432	0.0	protein_coding
Eccentric medium spiny neuron	CCDC196	ENSG00000196553	27	2.9644938740602	0.262	0.056	7.81203341505073e-158	protein_coding
Eccentric medium spiny neuron	CACNG5	ENSG00000075429	28	2.95343237682549	0.385	0.049	0.0	protein_coding
Eccentric medium spiny neuron	EPHA6	ENSG00000080224	29	2.94565519028432	1.0	0.421	0.0	protein_coding
Eccentric medium spiny neuron	PENK	ENSG00000181195	30	2.89365017471006	0.327	0.043	0.0	protein_coding
Eccentric medium spiny neuron	MEIS2	ENSG00000134138	31	2.89062227290299	0.998	0.368	0.0	protein_coding
Eccentric medium spiny neuron	SIX3	ENSG00000138083	32	2.8748359015495	0.449	0.042	0.0	protein_coding
Eccentric medium spiny neuron	SEMA6D	ENSG00000137872	33	2.86158174878314	0.931	0.35	0.0	protein_coding
Eccentric medium spiny neuron	OPRM1	ENSG00000112038	34	2.86044555972147	0.838	0.197	0.0	protein_coding
Eccentric medium spiny neuron	RARB	ENSG00000077092	35	2.85143462988772	0.826	0.287	0.0	protein_coding
Eccentric medium spiny neuron	RGS9	ENSG00000108370	36	2.79166627383679	0.735	0.121	0.0	protein_coding
Eccentric medium spiny neuron	GFRA1	ENSG00000151892	37	2.74145541796914	0.552	0.129	0.0	protein_coding
Eccentric medium spiny neuron	PHACTR1	ENSG00000112137	38	2.7164769570393	0.998	0.666	0.0	protein_coding
Eccentric medium spiny neuron	TMEM196	ENSG00000173452	39	2.7153928994659	0.688	0.139	0.0	protein_coding
Eccentric medium spiny neuron	GALNTL6	ENSG00000174473	40	2.69034935435761	0.992	0.381	0.0	protein_coding
Eccentric medium spiny neuron	RASGRP1	ENSG00000172575	41	2.64979737453909	0.886	0.285	0.0	protein_coding
Eccentric medium spiny neuron	TACR1	ENSG00000115353	42	2.6494621018821	0.572	0.119	0.0	protein_coding
Eccentric medium spiny neuron	LUZP2	ENSG00000187398	43	2.64373825746761	0.945	0.365	0.0	protein_coding
Eccentric medium spiny neuron	IL17RE	ENSG00000163701	44	2.60306806767182	0.34	0.053	3.96029281918746e-301	protein_coding
Eccentric medium spiny neuron	ZNF804B	ENSG00000182348	45	2.59057047051087	0.801	0.256	0.0	protein_coding
Eccentric medium spiny neuron	CASZ1	ENSG00000130940	46	2.53703400506931	0.336	0.042	0.0	protein_coding
Eccentric medium spiny neuron	PTPRQ	ENSG00000139304	47	2.53602265347297	0.511	0.102	0.0	protein_coding
Eccentric medium spiny neuron	TMC2	ENSG00000149488	48	2.52416750016036	0.354	0.064	1.7368779607203e-262	protein_coding
Eccentric medium spiny neuron	PDIA5	ENSG00000065485	49	2.50031347779968	0.641	0.147	0.0	protein_coding
Eccentric medium spiny neuron	SLC35F1	ENSG00000196376	50	2.45238659534552	0.99	0.535	0.0	protein_coding
Endothelial cell	SOX18	ENSG00000203883	1	8.36558445374271	0.479	0.003	0.0	protein_coding
Endothelial cell	TIE1	ENSG00000066056	2	8.18847158094021	0.501	0.005	0.0	protein_coding
Endothelial cell	MYCT1	ENSG00000120279	3	8.13771621722876	0.337	0.002	0.0	protein_coding
Endothelial cell	FLT1	ENSG00000102755	4	7.75596646662406	0.943	0.026	0.0	protein_coding
Endothelial cell	CD34	ENSG00000174059	5	7.73735555590212	0.424	0.005	0.0	protein_coding
Endothelial cell	ABCG2	ENSG00000118777	6	7.67091806173329	0.905	0.027	0.0	protein_coding
Endothelial cell	ZNF366	ENSG00000178175	7	7.63303211637674	0.467	0.01	0.0	protein_coding
Endothelial cell	NOTCH4	ENSG00000204301	8	7.46709061170321	0.324	0.005	0.0	protein_coding
Endothelial cell	VWF	ENSG00000110799	9	7.26685067828591	0.775	0.028	0.0	protein_coding
Endothelial cell	GIMAP7	ENSG00000179144	10	7.2530871252177	0.469	0.004	0.0	protein_coding
Endothelial cell	ABCB1	ENSG00000085563	11	7.23370203072654	0.947	0.195	0.0	protein_coding
Endothelial cell	DIPK2B	ENSG00000147113	12	7.11020619014153	0.547	0.01	0.0	protein_coding
Endothelial cell	EDN1	ENSG00000078401	13	7.06536202600553	0.254	0.018	0.0	protein_coding
Endothelial cell	ANXA3	ENSG00000138772	14	7.01768606859646	0.524	0.029	0.0	protein_coding
Endothelial cell	CLDN5	ENSG00000184113	15	6.91986686795389	0.916	0.045	0.0	protein_coding
Endothelial cell	SLC38A5	ENSG00000017483	16	6.89331727921781	0.496	0.02	0.0	protein_coding
Endothelial cell	TM4SF18	ENSG00000163762	17	6.88825531709633	0.401	0.006	0.0	protein_coding
Endothelial cell	CLEC14A	ENSG00000176435	18	6.85308312735808	0.389	0.012	0.0	protein_coding
Endothelial cell	SLC19A3	ENSG00000135917	19	6.64155039524686	0.448	0.028	0.0	protein_coding
Endothelial cell	SHE	ENSG00000169291	20	6.58957328213084	0.366	0.009	0.0	protein_coding
Endothelial cell	ROBO4	ENSG00000154133	21	6.53413239319368	0.384	0.008	0.0	protein_coding
Endothelial cell	MECOM	ENSG00000085276	22	6.41944971535978	0.956	0.062	0.0	protein_coding
Endothelial cell	ATP10A	ENSG00000206190	23	6.38378134781367	0.945	0.117	0.0	protein_coding
Endothelial cell	TNFSF10	ENSG00000121858	24	6.35862957056578	0.496	0.013	0.0	protein_coding
Endothelial cell	CDH5	ENSG00000179776	25	6.33837372183109	0.429	0.011	0.0	protein_coding
Endothelial cell	ICAM2	ENSG00000108622	26	6.32292469027898	0.38	0.009	0.0	protein_coding
Endothelial cell	MFSD2A	ENSG00000168389	27	6.31758998807942	0.554	0.051	0.0	protein_coding
Endothelial cell	ADGRL4	ENSG00000162618	28	6.19041743088344	0.66	0.043	0.0	protein_coding
Endothelial cell	TGM2	ENSG00000198959	29	6.10218089459311	0.49	0.015	0.0	protein_coding
Endothelial cell	IFI27	ENSG00000165949	30	6.0450290352965	0.751	0.046	0.0	protein_coding
Endothelial cell	SLC7A5	ENSG00000103257	31	6.02883754608644	0.735	0.161	0.0	protein_coding
Endothelial cell	ACVRL1	ENSG00000139567	32	6.01101403788947	0.296	0.008	0.0	protein_coding
Endothelial cell	GBP4	ENSG00000162654	33	5.91725467859121	0.303	0.009	0.0	protein_coding
Endothelial cell	LSR	ENSG00000105699	34	5.91588135084521	0.453	0.034	0.0	protein_coding
Endothelial cell	ST8SIA6	ENSG00000148488	35	5.86601069916219	0.754	0.075	0.0	protein_coding
Endothelial cell	ERG	ENSG00000157554	36	5.85741830843808	0.804	0.063	0.0	protein_coding
Endothelial cell	ITM2A	ENSG00000078596	37	5.81756420727887	0.744	0.078	0.0	protein_coding
Endothelial cell	MMRN2	ENSG00000173269	38	5.80732204840174	0.288	0.017	0.0	protein_coding
Endothelial cell	EGFL7	ENSG00000172889	39	5.77882253013314	0.785	0.139	0.0	protein_coding
Endothelial cell	ANO2	ENSG00000047617	40	5.77370693340456	0.768	0.07	0.0	protein_coding
Endothelial cell	PECAM1	ENSG00000261371	41	5.75516494190116	0.628	0.042	0.0	protein_coding
Endothelial cell	EMCN	ENSG00000164035	42	5.72041534869603	0.718	0.074	0.0	protein_coding
Endothelial cell	TRPM6	ENSG00000119121	43	5.65777240656438	0.396	0.031	0.0	protein_coding
Endothelial cell	CLEC3B	ENSG00000163815	44	5.65343205424417	0.689	0.08	0.0	protein_coding
Endothelial cell	NOSTRIN	ENSG00000163072	45	5.65307848687766	0.613	0.042	0.0	protein_coding
Endothelial cell	ADGRF5	ENSG00000069122	46	5.61566124448309	0.744	0.038	0.0	protein_coding
Endothelial cell	SLC2A1	ENSG00000117394	47	5.60925363818909	0.742	0.092	0.0	protein_coding
Endothelial cell	ALPL	ENSG00000162551	48	5.60777451709578	0.256	0.024	0.0	protein_coding
Endothelial cell	ELOVL7	ENSG00000164181	49	5.52283542263282	0.899	0.246	0.0	protein_coding
Endothelial cell	RNF144B	ENSG00000137393	50	5.51199564271806	0.68	0.065	0.0	protein_coding
Ependymal cell	DTHD1	ENSG00000197057	1	9.85839202128071	0.962	0.008	0.0	protein_coding
Ependymal cell	C7orf78	ENSG00000226690	2	9.65910505106015	0.715	0.005	0.0	protein_coding
Ependymal cell	STOML3	ENSG00000133115	3	8.2970491985923	0.307	0.003	0.0	protein_coding
Ependymal cell	CFAP144	ENSG00000186973	4	8.20055992747185	0.576	0.009	0.0	protein_coding
Ependymal cell	LRRC71	ENSG00000160838	5	7.76780058287368	0.339	0.005	0.0	protein_coding
Ependymal cell	ADGRD2	ENSG00000180264	6	7.69524918099381	0.305	0.005	0.0	protein_coding
Ependymal cell	FAM216B	ENSG00000179813	7	7.68886566078904	0.341	0.005	0.0	protein_coding
Ependymal cell	CIBAR2	ENSG00000153789	8	7.61165503737739	0.358	0.006	0.0	protein_coding
Ependymal cell	CFAP157	ENSG00000160401	9	7.55971781144083	0.887	0.033	0.0	protein_coding
Ependymal cell	C1orf87	ENSG00000162598	10	7.52583109459332	0.62	0.015	0.0	protein_coding
Ependymal cell	OR14J1	ENSG00000204695	11	7.33631418722899	0.252	0.006	0.0	protein_coding
Ependymal cell	CFAP73	ENSG00000186710	12	7.26998341806982	0.85	0.039	0.0	protein_coding
Ependymal cell	TTC29	ENSG00000137473	13	7.22820995962227	0.943	0.041	0.0	protein_coding
Ependymal cell	DNAI2	ENSG00000171595	14	7.17023159199384	0.601	0.014	0.0	protein_coding
Ependymal cell	ADGB	ENSG00000118492	15	7.12067920669983	0.956	0.035	0.0	protein_coding
Ependymal cell	LRRC46	ENSG00000141294	16	7.02000648726233	0.372	0.008	0.0	protein_coding
Ependymal cell	DNAH3	ENSG00000158486	17	6.96151335747228	0.752	0.047	0.0	protein_coding
Ependymal cell	MYLK3	ENSG00000140795	18	6.93142277581572	0.618	0.029	0.0	protein_coding
Ependymal cell	RASSF9	ENSG00000198774	19	6.91088051007658	0.668	0.013	0.0	protein_coding
Ependymal cell	TUBA4B	ENSG00000243910	20	6.87193812333158	0.265	0.007	0.0	protein_coding
Ependymal cell	CFAP45	ENSG00000213085	21	6.86264704592725	0.495	0.012	0.0	protein_coding
Ependymal cell	PRR29	ENSG00000224383	22	6.82161948071657	0.533	0.029	0.0	protein_coding
Ependymal cell	CAPS	ENSG00000105519	23	6.81928397085231	0.804	0.081	0.0	protein_coding
Ependymal cell	HOATZ	ENSG00000183644	24	6.8123821587624	0.547	0.013	0.0	protein_coding
Ependymal cell	TRDN	ENSG00000186439	25	6.78018470995453	0.682	0.025	0.0	protein_coding
Ependymal cell	CFAP299	ENSG00000197826	26	6.77078950369584	1.0	0.156	0.0	protein_coding
Ependymal cell	CROCC2	ENSG00000226321	27	6.74569991994742	0.664	0.022	0.0	protein_coding
Ependymal cell	MAP3K19	ENSG00000176601	28	6.68929978336791	0.803	0.037	0.0	protein_coding
Ependymal cell	CIMIP2B	ENSG00000215187	29	6.67488826982143	0.333	0.006	0.0	protein_coding
Ependymal cell	ROPN1L	ENSG00000145491	30	6.55050760044684	0.719	0.058	0.0	protein_coding
Ependymal cell	TTC34	ENSG00000215912	31	6.5331851581999	0.604	0.035	0.0	protein_coding
Ependymal cell	CIMAP1B	ENSG00000177989	32	6.48324516346635	0.526	0.013	0.0	protein_coding
Ependymal cell	DRC7	ENSG00000159625	33	6.46227600446185	0.42	0.02	0.0	protein_coding
Ependymal cell	CFAP97D2	ENSG00000283361	34	6.43767266107644	0.535	0.029	0.0	protein_coding
Ependymal cell	CFAP52	ENSG00000166596	35	6.36982614785912	0.882	0.08	0.0	protein_coding
Ependymal cell	CFAP65	ENSG00000181378	36	6.32268441705808	0.627	0.047	0.0	protein_coding
Ependymal cell	CATSPERD	ENSG00000174898	37	6.32161285319656	0.309	0.014	0.0	protein_coding
Ependymal cell	CFAP47	ENSG00000165164	38	6.29210407506137	0.978	0.126	0.0	protein_coding
Ependymal cell	VWA3B	ENSG00000168658	39	6.28310642255808	0.754	0.035	0.0	protein_coding
Ependymal cell	FOXJ1	ENSG00000129654	40	6.28227752351146	0.489	0.017	0.0	protein_coding
Ependymal cell	TEKT1	ENSG00000167858	41	6.26913193786959	0.825	0.047	0.0	protein_coding
Ependymal cell	DYDC2	ENSG00000133665	42	6.25410568615388	0.346	0.021	0.0	protein_coding
Ependymal cell	TTC6	ENSG00000139865	43	6.21978352113257	0.907	0.08	0.0	protein_coding
Ependymal cell	ZMYND10	ENSG00000004838	44	6.17842832518809	0.522	0.025	0.0	protein_coding
Ependymal cell	CAPSL	ENSG00000152611	45	6.16509976774243	0.516	0.023	0.0	protein_coding
Ependymal cell	LRRC74B	ENSG00000187905	46	6.15728771415553	0.707	0.051	0.0	protein_coding
Ependymal cell	DNAH12	ENSG00000174844	47	6.07555613742069	0.956	0.106	0.0	protein_coding
Ependymal cell	CLXN	ENSG00000034239	48	6.06199260645637	0.668	0.036	0.0	protein_coding
Ependymal cell	DNAH9	ENSG00000007174	49	6.05429562932239	0.989	0.299	0.0	protein_coding
Ependymal cell	SLC47A2	ENSG00000180638	50	6.02984898458716	0.793	0.067	0.0	protein_coding
Fibroblast	KCNK17	ENSG00000124780	1	8.52670387676081	0.267	0.002	0.0	protein_coding
Fibroblast	C7	ENSG00000112936	2	7.56345660834011	0.542	0.009	0.0	protein_coding
Fibroblast	FMO2	ENSG00000094963	3	7.42441525518126	0.573	0.007	0.0	protein_coding
Fibroblast	CEMIP	ENSG00000103888	4	6.96829913326667	0.905	0.218	0.0	protein_coding
Fibroblast	FMOD	ENSG00000122176	5	6.85521884322631	0.337	0.008	0.0	protein_coding
Fibroblast	COL15A1	ENSG00000204291	6	6.66374743573451	0.616	0.024	0.0	protein_coding
Fibroblast	SLC6A20	ENSG00000163817	7	6.51152209861951	0.443	0.028	0.0	protein_coding
Fibroblast	LTBP2	ENSG00000119681	8	5.90704354174151	0.313	0.027	0.0	protein_coding
Fibroblast	SRPX2	ENSG00000102359	9	5.75636111826771	0.521	0.03	0.0	protein_coding
Fibroblast	VIT	ENSG00000205221	10	5.68854991682046	0.462	0.028	0.0	protein_coding
Fibroblast	ISLR	ENSG00000129009	11	5.68253763822538	0.477	0.028	0.0	protein_coding
Fibroblast	AKR1C2	ENSG00000151632	12	5.66094136809456	0.374	0.048	0.0	protein_coding
Fibroblast	APOD	ENSG00000189058	13	5.64837874175816	0.742	0.131	0.0	protein_coding
Fibroblast	ITIH2	ENSG00000151655	14	5.62899614626161	0.355	0.036	0.0	protein_coding
Fibroblast	FBLN2	ENSG00000163520	15	5.60091202323929	0.518	0.051	0.0	protein_coding
Fibroblast	PTGFR	ENSG00000122420	16	5.52313506182028	0.429	0.051	0.0	protein_coding
Fibroblast	ISM1	ENSG00000101230	17	5.44077067695389	0.416	0.045	0.0	protein_coding
Fibroblast	CYP1B1	ENSG00000138061	18	5.38571110724268	0.607	0.063	0.0	protein_coding
Fibroblast	ABCA9	ENSG00000154258	19	5.35242932289751	0.877	0.28	0.0	protein_coding
Fibroblast	C1R	ENSG00000159403	20	5.14261518978535	0.335	0.032	0.0	protein_coding
Fibroblast	TBX18	ENSG00000112837	21	5.09678545664265	0.755	0.04	0.0	protein_coding
Fibroblast	BMP5	ENSG00000112175	22	5.08702821069044	0.341	0.035	0.0	protein_coding
Fibroblast	COL13A1	ENSG00000197467	23	5.03761949369231	0.317	0.031	0.0	protein_coding
Fibroblast	IGFBP6	ENSG00000167779	24	5.02016164821123	0.293	0.052	6.62635204977643e-237	protein_coding
Fibroblast	ABCA8	ENSG00000141338	25	5.00621999679988	0.826	0.077	0.0	protein_coding
Fibroblast	ADAMTS12	ENSG00000151388	26	4.97268054937735	0.501	0.108	0.0	protein_coding
Fibroblast	FLVCR2	ENSG00000119686	27	4.97192612622396	0.498	0.039	0.0	protein_coding
Fibroblast	ITGA11	ENSG00000137809	28	4.7827234215392	0.362	0.042	0.0	protein_coding
Fibroblast	HSD11B1	ENSG00000117594	29	4.77660580020347	0.333	0.07	7.5828138317587e-233	protein_coding
Fibroblast	LAMC3	ENSG00000050555	30	4.75147937831406	0.585	0.062	0.0	protein_coding
Fibroblast	CSF1	ENSG00000184371	31	4.70430510244134	0.346	0.037	0.0	protein_coding
Fibroblast	ASPN	ENSG00000106819	32	4.68949339061731	0.418	0.069	0.0	protein_coding
Fibroblast	MMP2	ENSG00000087245	33	4.68394164232096	0.319	0.034	0.0	protein_coding
Fibroblast	F3	ENSG00000117525	34	4.63795322365782	0.585	0.071	0.0	protein_coding
Fibroblast	CMKLR1	ENSG00000174600	35	4.63105225823978	0.258	0.014	0.0	protein_coding
Fibroblast	ACADL	ENSG00000115361	36	4.55427799851222	0.318	0.042	0.0	protein_coding
Fibroblast	ABCA10	ENSG00000154263	37	4.55300357016734	0.792	0.377	0.0	protein_coding
Fibroblast	EDN3	ENSG00000124205	38	4.5458640486574	0.336	0.032	0.0	protein_coding
Fibroblast	TGFBR3	ENSG00000069702	39	4.53869371029251	0.812	0.192	0.0	protein_coding
Fibroblast	ADGRD1	ENSG00000111452	40	4.53437185481546	0.401	0.041	0.0	protein_coding
Fibroblast	FGL2	ENSG00000127951	41	4.40547762361756	0.271	0.023	0.0	protein_coding
Fibroblast	MCTP2	ENSG00000140563	42	4.39904230590018	0.336	0.072	1.3684916650077998e-225	protein_coding
Fibroblast	BICC1	ENSG00000122870	43	4.391663719661	0.881	0.293	0.0	protein_coding
